# Notes : All Entities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Technology : Lipidomics_MassHunterQual.IDENTIFIED_UNIDENTIFIED_COMPOUNDS.RATON_2022_Mar_29_11_16_22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Owner : gxuser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Created On : Tue Mar 29 11:29:28 CEST 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compound,MF_KO_C1: Log2(normalized),MF_KO_C2: Log2(normalized),MF_KO_C3: Log2(normalized),MF_KO_C4: Log2(normalized),MF_KO_C5: Log2(normalized),MF_KO_C6: Log2(normalized),MF_KO_ET1: Log2(normalized),MF_KO_ET2: Log2(normalized),MF_KO_ET3: Log2(normalized),MF_KO_ET4: Log2(normalized),MF_KO_ET5: Log2(normalized),MF_KO_ET6: Log2(normalized),MF_WT_C1: Log2(normalized),MF_WT_C2: Log2(normalized),MF_WT_C3: Log2(normalized),MF_WT_C4: Log2(normalized),MF_WT_C5: Log2(normalized),MF_WT_C6: Log2(normalized),MF_WT_ET1: Log2(normalized),MF_WT_ET2: Log2(normalized),MF_WT_ET3: Log2(normalized),MF_WT_ET4: Log2(normalized),MF_WT_ET5: Log2(normalized),MF_WT_ET6: Log2(normalized),MM_KO_C1: Log2(normalized),MM_KO_C2: Log2(normalized),MM_KO_C3: Log2(normalized),MM_KO_C4: Log2(normalized),MM_KO_C5: Log2(normalized),MM_KO_C6: Log2(normalized),MM_KO_ET1: Log2(normalized),MM_KO_ET2: Log2(normalized),MM_KO_ET3: Log2(normalized),MM_KO_ET4: Log2(normalized),MM_KO_ET5: Log2(normalized),MM_KO_ET6: Log2(normalized),MM_WT_C1: Log2(normalized),MM_WT_C2: Log2(normalized),MM_WT_C3: Log2(normalized),MM_WT_C4: Log2(normalized),MM_WT_C5: Log2(normalized),MM_WT_C6: Log2(normalized),MM_WT_ET1: Log2(normalized),MM_WT_ET2: Log2(normalized),MM_WT_ET3: Log2(normalized),MM_WT_ET4: Log2(normalized),MM_WT_ET5: Log2(normalized),MM_WT_ET6: Log2(normalized),Alignment Value,Annotations,CAS Number,ChEBI ID,Compound Name
LPC 20:4/0:0,1.235302,0.8961773,0.6051941,0.13307571,0.28590965,-0.050727844,1.3626995,0.41315842,0.025756836,1.1802883,0.41487503,1.3387432,-0.2669716,1.2537804,0.37407112,-0.09800148,0.41860008,2.1938095,-0.049779892,0.75372505,0.89707947,0.89873123,-0.042728424,-0.25520325,-0.6551609,-0.79735184,-0.825161,-1.0566521,-0.013788223,-0.9500427,-0.35897255,-0.035865784,-0.47265244,-0.039340973,-0.10669327,0.34148026,-0.16510391,24.416521,0.52915573,0.013786316,-0.14657593,-0.26766586,-0.14586258,-0.1077652,24.171907,-0.44293594,24.205292,-0.7765045,LPC 20:4/0:0,"LPC 20:4/0:0 [ C28 H50 N O7 P, tgt=88.19, overall=88.19, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,LPC 20:4/0:0
LPC 0:0/18:1,-20.692581,0.75213337,-0.23330975,-0.30152988,-0.3847952,-21.978611,2.3818712,-21.514725,0.48079395,-0.24926472,1.7413607,1.2069044,0.39542675,0.030133247,1.1352816,0.60459614,-0.1437521,-19.734074,-0.030133247,-0.053980827,-21.030804,-0.24397945,0.24352169,0.6870451,-22.583042,0.8537493,-22.753044,-22.984535,0.032431602,-22.877926,0.59486675,0.3653078,-22.400536,-21.967224,-22.034576,-21.586403,1.1458845,-22.96466,0.74574375,0.66082096,0.92021084,-22.195549,1.058404,0.58970165,1.2745867,0.7625799,-22.586418,0.25427532,LPC 0:0/18:1,"LPC 0:0/18:1 [ C26 H52 N O7 P, tgt=97.86, overall=97.86, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,LPC 0:0/18:1
TG 14:0_16:1_18:2,1.2729053,0.93378067,0.64279747,0.17067909,0.32351303,-0.013124466,20.859486,0.4507618,21.047937,19.630991,0.4524784,1.3763466,-0.22936821,1.2913837,0.4116745,-0.0603981,0.45620346,2.231413,-0.012176514,0.79132843,0.93468285,0.9363346,-0.005125046,-0.21759987,-0.6175575,-0.75974846,-0.7875576,-1.0190487,0.023815155,-0.91243935,-0.32136917,0.001737595,-0.43504906,-0.001737595,-0.06908989,0.37908363,-0.12750053,-0.999176,0.5667591,0.051389694,-0.10897255,-0.23006248,-0.1082592,-0.07016182,23.615137,-0.40533257,-0.6209316,-0.73890114,TG 14:0_16:1_18:2,"TG 14:0_16:1_18:2 [ C51 H92 O6, tgt=88.03, overall=88.03, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,TG 14:0_16:1_18:2
CE 18:2,1.0258102,0.68668556,0.39570236,-0.076416016,0.07641792,-0.26021957,1.1532078,0.20366669,-0.1837349,0.9707966,0.2053833,1.1292515,-0.47646332,1.0442886,0.16457939,-0.3074932,0.20910835,1.9843178,-0.25927162,0.5442333,0.68758774,0.6892395,21.244839,21.935001,22.671417,22.568346,-1.0346527,-1.2661438,-0.22327995,-1.1595345,-0.5684643,-0.24535751,-0.68214417,-0.2488327,22.979046,0.13198853,-0.37459564,-1.2462711,0.319664,-0.19570541,-0.35606766,-0.4771576,-0.3553543,-0.31725693,22.086185,-0.6524277,-0.86802673,-0.98599625,CE 18:2,"CE 18:2 [ C45 H76 O2, tgt=91.28, overall=91.28, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,CE 18:2
TG 50:5,0.39500904,0.29271793,-0.7237482,0.02546978,0.07405758,0.42932606,-1.3658342,-0.8241472,-0.8435011,-2.0693064,-0.58928394,-0.25926113,1.0566778,-19.386673,0.49886417,1.0024519,1.5705862,1.698453,1.0557585,0.33246326,-0.1633482,0.8540144,1.4197111,1.2088556,0.9239359,1.2414923,-21.465614,0.59704685,-20.65424,-21.590496,1.341733,-20.67632,0.37747288,-0.5473814,-20.747147,-20.298973,1.0596457,-21.67723,-20.111298,1.0807123,-0.02546978,-20.90812,-20.786316,-20.748219,1.0820055,1.0760736,-21.298988,-21.416958,TG 50:5,"TG 50:5 [ C53 H92 O6, tgt=75.44, overall=75.44, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,TG 50:5
TG 18:0_18:0_18:0  RT:12.362,0.82128525,0.48216057,0.19117737,-0.280941,-0.12810707,-0.46474457,0.9486828,-8.58E-04,18.494762,0.7662716,8.58E-04,0.9247265,-0.6809883,0.83976364,-0.039945602,-0.5120182,20.280512,1.7797928,-0.46379662,22.061676,0.48306274,0.4847145,-0.45674515,-0.66922,-1.0691776,-1.2113686,-1.2391777,18.94684,-0.42780495,-1.3640594,17.654188,-0.4498825,18.920729,-0.4533577,18.171928,18.274414,-0.57912064,-1.4507961,0.11513901,-0.4002304,-0.56059265,-0.6816826,-0.5598793,20.01191,19.919594,-0.85695267,20.322046,20.561024,TG 18:0_18:0_18:0,"TG 18:0_18:0_18:0 [ C57 H110 O6, tgt=93.43, overall=93.43, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,TG 18:0_18:0_18:0  RT:12.362
PC 42:6  RT:12.296,0.66812706,0.32900238,0.03801918,-0.4340992,-0.28126526,-0.61790276,0.7955246,-0.1540165,-0.5414181,0.6131134,-0.15229988,0.7715683,-0.8341465,0.68660545,-0.19310379,-0.6651764,-0.14857483,1.6266346,-0.6169548,0.18655014,0.32990456,0.33155632,-0.60990334,-0.82237816,16.116053,-1.3645267,-1.3923359,-1.623827,-0.58096313,-1.5172176,17.296587,17.33122,17.185228,-0.6065159,17.782068,-0.22569466,-0.7322788,15.366848,-0.03801918,15.304325,14.997701,16.382757,-0.7130375,15.771318,16.03937,17.287176,17.860659,-1.3436794,PC 42:6,"PC 42:6 [ C50 H88 N O8 P, tgt=68.33, overall=68.33, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,PC 42:6  RT:12.296
PC 16:0_18:1,1.1558857,0.816761,0.5257778,0.05365944,0.20649338,-0.13014412,1.2832832,0.33374214,-0.05365944,29.8097,0.33545876,1.2593269,-0.34638786,1.1743641,0.29465485,-0.17741776,0.3391838,2.1143932,-0.12919617,0.6743088,0.8176632,0.81931496,-0.1221447,-0.33461952,-0.7345772,27.131954,-0.90457726,-1.1360683,-0.0932045,-1.029459,-0.43838882,-0.11528206,-0.5520687,27.953724,-0.18610954,0.26206398,-0.24452019,27.149754,0.44973946,-0.06562996,27.799967,-0.34708214,-0.22527885,27.576466,-0.5707283,-0.5223522,-0.7379513,-0.8559208,PC 16:0_18:1,"PC 16:0_18:1 [ C42 H82 N O8 P, tgt=82.86, overall=82.86, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,PC 16:0_18:1
SM d36:1,2.1466208,0.96477604,1.0457182,-20.904133,1.6912737,1.0961123,1.5555029,1.3070784,1.9737959,1.5985861,0.6448717,1.9332018,2.061244,-19.783428,0.61150074,0.12213993,1.067729,-18.8434,0.74023914,-20.283482,0.8117666,-20.138477,0.72235966,0.20570469,-21.692368,-21.83456,-21.86237,-22.09386,-21.050995,-21.987251,-21.39618,0.70296955,-21.509861,0.62637043,-0.07402706,-0.29259777,-21.202312,0.07402706,-20.508053,-21.023422,0.12368679,-21.304874,-0.29007053,-21.144974,-21.528519,-21.480145,0.17913723,-0.6655588,SM d36:1,"SM d36:1 [ C41 H83 N2 O6 P, tgt=98.04, overall=98.04, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,SM d36:1
LPC 22:5/0:0,1.2729053,0.93378067,0.64279747,0.17067909,0.32351303,-0.013124466,21.50244,0.4507618,0.063360214,1.2178917,0.4524784,1.3763466,-0.22936821,1.2913837,0.4116745,-0.0603981,0.45620346,2.231413,-0.012176514,0.79132843,0.93468285,0.9363346,-0.005125046,-0.21759987,-0.6175575,-0.75974846,-0.7875576,-1.0190487,0.023815155,-0.91243935,-0.32136917,0.001737595,-0.43504906,-0.001737595,-0.06908989,0.37908363,-0.12750053,20.767963,0.5667591,0.051389694,-0.10897255,-0.23006248,-0.1082592,-0.07016182,-0.45370865,-0.40533257,-0.6209316,-0.73890114,LPC 22:5/0:0,"LPC 22:5/0:0 [ C30 H52 N O7 P, tgt=87.56, overall=87.56, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,LPC 22:5/0:0
PC 34:1,1.2868104,-15.368826,1.0160108,1.3156724,1.386231,0.7108369,0.99514055,1.9339662,1.7371793,2.2461057,0.1695714,2.233395,-16.531975,0.21962309,0.5313134,-16.363005,0.42332697,-0.35448027,-16.314783,-15.511278,0.5789838,-0.051334858,-0.28070974,-0.06337118,-16.920164,-17.062355,-17.090164,-17.321655,-16.278791,-17.215046,-16.623976,1.138289,-16.737656,0.75378656,-16.371696,1.6128831,0.107960224,-0.11513662,-15.735847,-16.251217,0.6756253,0.8279729,-16.410866,-16.372768,-16.756315,0.73906374,0.051334858,0.14044237,PC 34:1,"PC 34:1 [ C42 H82 N O8 P, tgt=71.16, overall=71.16, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,PC 34:1
LPC 15:0/0:0,1.2729053,0.93378067,0.64279747,0.17067909,0.32351303,-0.013124466,1.4003029,18.565714,0.063360214,1.2178917,0.4524784,1.3763466,-0.22936821,1.2913837,0.4116745,-0.0603981,0.45620346,2.231413,-0.012176514,0.79132843,0.93468285,0.9363346,-0.005125046,-0.21759987,-0.6175575,-0.75974846,-0.7875576,-1.0190487,0.023815155,-0.91243935,-0.32136917,0.001737595,-0.43504906,-0.001737595,-0.06908989,0.37908363,-0.12750053,18.536434,0.5667591,0.051389694,-0.10897255,-0.23006248,-0.1082592,-0.07016182,-0.45370865,-0.40533257,-0.6209316,-0.73890114,LPC 15:0/0:0,"LPC 15:0/0:0 [ C23 H48 N O7 P, tgt=83.03, overall=83.03, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,LPC 15:0/0:0
PE 36:4,22.900682,0.25473595,21.293472,-0.50836563,22.017164,-0.6921692,0.72125816,23.662031,22.692673,25.401424,21.08712,0.69730186,-0.90841293,0.612339,22.049597,21.616705,-0.22284126,1.5523682,21.665146,0.11228371,0.25563812,0.2572899,20.62274,21.44423,-1.2966022,-1.4387932,-1.4666023,-1.6980934,-0.65522957,-1.5914841,-1.0004139,-0.6773071,-1.1140938,-0.6807823,-0.7481346,-0.2999611,-0.80654526,16.50113,-0.112285614,-0.627655,-0.7880173,12.369197,-0.7873039,17.983713,-1.1327534,-1.0843773,-1.2999763,13.345941,PE 36:4,"PE 36:4 [ C41 H74 N O8 P, tgt=69.16, overall=69.16, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,PE 36:4
TG 16:0_16:1_18:2,-11.311376,-11.6505,12.0673,12.191823,12.93851,12.426692,-11.183978,12.512967,12.428632,11.183978,12.723744,13.374581,12.977056,-11.292897,-12.172606,13.258349,-12.1280775,14.926848,-12.5964575,12.020646,13.4866705,13.52629,-12.589406,-12.801881,-13.2018385,12.622344,-13.371839,-13.60333,-12.560466,-13.49672,-12.90565,-12.582543,13.0124655,12.949767,-12.653371,-12.205197,13.89951,-13.583457,13.781182,13.795564,13.085828,-12.814343,-12.69254,-12.654443,-13.03799,13.401013,-13.205213,13.038005,TG 16:0_16:1_18:2,"TG 16:0_16:1_18:2 [ C53 H96 O6, tgt=90.80, overall=90.80, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,TG 16:0_16:1_18:2
TG 18:1_18:1_18:2,25.67183,25.059399,-0.5127182,-0.9848366,-0.83200264,25.438503,0.24478722,-0.7047539,-1.0921555,24.909544,25.004494,0.22083092,-1.3848839,26.032925,-0.7438412,25.617765,-0.6993122,26.35403,24.480865,-0.36418724,-0.22083282,25.708704,-1.1606407,-1.3731155,23.98895,-1.9152641,-1.9430733,-2.1745644,24.395191,-2.067955,25.008297,-1.1537781,24.244762,25.181843,24.559328,25.0579,-1.2830162,-2.1546917,-0.58875656,-1.104126,-1.2644882,-1.3855782,25.942364,25.41983,-1.6092243,25.504824,24.37095,25.115177,TG 18:1_18:1_18:2,"TG 18:1_18:1_18:2 [ C57 H102 O6, tgt=88.57, overall=88.57, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,TG 18:1_18:1_18:2
PC 16:0_20:5,1.2729053,0.93378067,0.64279747,0.17067909,0.32351303,-0.013124466,1.4003029,0.4507618,0.063360214,1.2178917,0.4524784,1.3763466,-0.22936821,1.2913837,0.4116745,-0.0603981,0.45620346,2.231413,-0.012176514,0.79132843,0.93468285,0.9363346,-0.005125046,-0.21759987,-0.6175575,-0.75974846,-0.7875576,-1.0190487,0.023815155,-0.91243935,-0.32136917,0.001737595,-0.43504906,-0.001737595,-0.06908989,0.37908363,-0.12750053,-0.999176,0.5667591,0.051389694,-0.10897255,-0.23006248,-0.1082592,-0.07016182,-0.45370865,-0.40533257,-0.6209316,22.818712,PC 16:0_20:5,"PC 16:0_20:5 [ C44 H78 N O8 P, tgt=94.64, overall=94.64, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,PC 16:0_20:5
ACar 18:0,0.66812706,0.32900238,0.03801918,20.338373,20.57996,19.773712,0.7955246,19.9378,-0.5414181,0.6131134,-0.15229988,0.7715683,19.330273,0.68660545,-0.19310379,-0.6651764,19.227966,1.6266346,19.364552,0.18655014,0.32990456,0.33155632,19.3544,-0.82237816,-1.2223358,-1.3645267,-1.3923359,-1.623827,-0.58096313,-1.5172176,-0.92614746,19.585129,20.00819,-0.6065159,18.772955,19.611725,-0.7322788,-1.6039543,-0.03801918,-0.5533886,-0.71375084,-0.8348408,-0.7130375,-0.6749401,-1.0584869,-1.0101109,-1.2257099,18.52257,ACar 18:0,"ACar 18:0 [ C25 H49 N O4, tgt=86.55, overall=86.55, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,ACar 18:0
TG 16:0_16:0_16:0,1.260128,0.92100334,0.63002014,0.15790176,0.3107357,-0.025901794,1.3875256,0.43798447,0.050582886,20.758722,0.43970108,21.770544,-0.24214554,1.2786064,0.39889717,-0.07317543,0.44342613,2.2186356,-0.024953842,0.7785511,0.9219055,0.9235573,-0.017902374,-0.2303772,-0.63033485,-0.7725258,-0.80033493,-1.031826,0.011037827,-0.9252167,-0.3341465,-0.011039734,20.054893,-0.014514923,-0.08186722,0.3663063,-0.14027786,-1.0119534,0.5539818,0.038612366,-0.12174988,-0.24283981,-0.12103653,-0.08293915,-0.46648598,-0.4181099,-0.63370895,19.764803,TG 16:0_16:0_16:0,"TG 16:0_16:0_16:0 [ C51 H98 O6, tgt=97.08, overall=97.08, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,TG 16:0_16:0_16:0
DG 18:1_22:6,1.2155304,0.8764057,0.5854225,0.11330414,0.26613808,-0.07049942,1.3429279,0.39338684,0.00598526,1.1605167,0.39510345,1.3189716,18.714148,1.2340088,0.35429955,-0.117773056,0.3988285,2.174038,-0.06955147,0.7339535,0.8773079,0.87895966,-0.0625,-0.27497482,-0.6749325,-0.8171234,-0.84493256,16.898975,-0.0335598,-0.9698143,-0.37874413,18.218613,-0.492424,-0.05911255,-0.12646484,0.32170868,-0.18487549,-1.056551,0.50938416,-0.00598526,-0.1663475,-0.28743744,-0.16563416,-0.12753677,-0.5110836,-0.46270752,-0.6783066,18.578127,DG 18:1_22:6,"DG 18:1_22:6 [ C43 H70 O5, tgt=95.42, overall=95.42, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,DG 18:1_22:6
LPC 0:0/16:0,1.0258102,0.68668556,22.638859,-0.076416016,0.07641792,-0.26021957,1.1532078,0.20366669,-0.1837349,22.756847,23.360674,1.1292515,22.673595,1.0442886,0.16457939,-0.3074932,0.20910835,1.9843178,-0.25927162,0.5442333,0.68758774,0.6892395,-0.25222015,-0.46469498,-0.86465263,-1.0068436,-1.0346527,23.159061,22.916286,-1.1595345,22.805103,-0.24535751,23.917732,-0.2488327,-0.316185,0.13198853,-0.37459564,-1.2462711,0.319664,-0.19570541,-0.35606766,22.647099,-0.3553543,-0.31725693,-0.70080376,-0.6524277,-0.86802673,-0.98599625,LPC 0:0/16:0,"LPC 0:0/16:0 [ C24 H50 N O7 P, tgt=97.93, overall=97.93, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,LPC 0:0/16:0
LPC 0:0/20:0,1.2155304,0.8764057,0.5854225,0.11330414,0.26613808,-0.07049942,1.3429279,0.39338684,0.00598526,1.1605167,0.39510345,1.3189716,-0.28674316,1.2340088,0.35429955,-0.117773056,0.3988285,2.174038,-0.06955147,0.7339535,0.8773079,0.87895966,-0.0625,-0.27497482,-0.6749325,-0.8171234,-0.84493256,19.67638,19.536688,-0.9698143,19.233377,-0.05563736,19.225592,-0.05911255,-0.12646484,0.32170868,-0.18487549,-1.056551,0.50938416,-0.00598526,-0.1663475,-0.28743744,-0.16563416,-0.12753677,-0.5110836,-0.46270752,-0.6783066,-0.7962761,LPC 0:0/20:0,"LPC 0:0/20:0 [ C28 H58 N O7 P, tgt=85.74, overall=85.74, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,LPC 0:0/20:0
TG 18:1_18:1_18:1,1.2155304,0.8764057,25.732084,26.50419,26.568596,26.325726,1.3429279,26.569801,0.00598526,1.1605167,26.986961,27.136404,-0.28674316,26.761625,0.35429955,-0.117773056,0.3988285,2.174038,-0.06955147,0.7339535,0.8773079,27.277235,-0.0625,-0.27497482,25.59258,-0.8171234,-0.84493256,24.879387,-0.0335598,-0.9698143,-0.37874413,26.20239,-0.492424,-0.05911255,-0.12646484,0.32170868,-0.18487549,-1.056551,0.50938416,-0.00598526,-0.1663475,-0.28743744,-0.16563416,-0.12753677,-0.5110836,-0.46270752,-0.6783066,-0.7962761,TG 18:1_18:1_18:1,"TG 18:1_18:1_18:1 [ C57 H104 O6, tgt=91.36, overall=91.36, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,TG 18:1_18:1_18:1
TG 14:0_14:1_16:1,1.2729053,0.93378067,0.64279747,0.17067909,0.32351303,-0.013124466,1.4003029,0.4507618,0.063360214,1.2178917,0.4524784,1.3763466,-0.22936821,1.2913837,0.4116745,-0.0603981,0.45620346,2.231413,-0.012176514,0.79132843,0.93468285,0.9363346,-0.005125046,-0.21759987,-0.6175575,-0.75974846,-0.7875576,19.029594,0.023815155,-0.91243935,-0.32136917,0.001737595,-0.43504906,-0.001737595,-0.06908989,0.37908363,-0.12750053,-0.999176,0.5667591,0.051389694,-0.10897255,-0.23006248,-0.1082592,-0.07016182,-0.45370865,-0.40533257,-0.6209316,-0.73890114,TG 14:0_14:1_16:1,"TG 14:0_14:1_16:1 [ C47 H86 O6, tgt=93.94, overall=93.94, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,TG 14:0_14:1_16:1
PE 34:1,1.2729053,0.93378067,0.64279747,0.17067909,0.32351303,-0.013124466,1.4003029,0.4507618,0.063360214,1.2178917,0.4524784,1.3763466,-0.22936821,1.2913837,0.4116745,-0.0603981,0.45620346,2.231413,-0.012176514,0.79132843,0.93468285,0.9363346,-0.005125046,-0.21759987,-0.6175575,-0.75974846,-0.7875576,17.470615,0.023815155,-0.91243935,-0.32136917,0.001737595,-0.43504906,-0.001737595,-0.06908989,0.37908363,-0.12750053,-0.999176,0.5667591,0.051389694,-0.10897255,-0.23006248,-0.1082592,-0.07016182,-0.45370865,-0.40533257,-0.6209316,-0.73890114,PE 34:1,"PE 34:1 [ C39 H76 N O8 P, tgt=84.74, overall=84.74, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,PE 34:1
TG 18:1_18:2_22:5,1.2632017,0.6157236,0.9982252,0.2676916,0.16638088,-22.852962,1.355897,1.1693144,1.5140505,0.1277132,1.0613203,1.698657,0.45731068,1.5683184,1.2650805,0.6153765,-22.383633,1.4937506,-22.852013,1.4232512,1.6726961,2.8084288,1.1313887,-23.057438,-23.457394,-23.599586,-23.627396,-23.858887,-22.816021,-23.752277,-1.6661787,0.6181402,-23.274887,-0.1277132,-22.908928,-0.35987186,-0.68132496,-23.839012,-22.273079,-22.788448,0.21926403,-23.0699,0.1790514,0.73074245,-23.293545,-0.6224737,-0.70057774,-23.57874,TG 18:1_18:2_22:5,"TG 18:1_18:2_22:5 [ C61 H102 O6, tgt=65.93, overall=65.93, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,TG 18:1_18:2_22:5
PC 18:2_18:2,1.2729053,0.93378067,0.64279747,0.17067909,0.32351303,-0.013124466,1.4003029,0.4507618,0.063360214,1.2178917,0.4524784,1.3763466,-0.22936821,1.2913837,0.4116745,-0.0603981,0.45620346,2.231413,-0.012176514,0.79132843,0.93468285,0.9363346,-0.005125046,-0.21759987,-0.6175575,23.577898,-0.7875576,-1.0190487,0.023815155,-0.91243935,-0.32136917,0.001737595,-0.43504906,-0.001737595,-0.06908989,0.37908363,-0.12750053,-0.999176,0.5667591,0.051389694,-0.10897255,-0.23006248,-0.1082592,-0.07016182,-0.45370865,-0.40533257,-0.6209316,-0.73890114,PC 18:2_18:2,"PC 18:2_18:2 [ C44 H80 N O8 P, tgt=98.16, overall=98.16, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,PC 18:2_18:2
TG 56:8  RT:13.922,1.260128,0.92100334,0.63002014,0.15790176,0.3107357,-0.025901794,1.3875256,0.43798447,0.050582886,1.2051144,0.43970108,1.3635693,-0.24214554,1.2786064,0.39889717,-0.07317543,0.44342613,2.2186356,23.835388,0.7785511,0.9219055,0.9235573,-0.017902374,-0.2303772,-0.63033485,21.261574,-0.80033493,-1.031826,0.011037827,-0.9252167,-0.3341465,-0.011039734,-0.4478264,-0.014514923,-0.08186722,0.3663063,-0.14027786,-1.0119534,0.5539818,0.038612366,-0.12174988,-0.24283981,-0.12103653,-0.08293915,-0.46648598,-0.4181099,-0.63370895,-0.75167847,TG 56:8,"TG 56:8 [ C59 H98 O6, tgt=72.09, overall=72.09, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,TG 56:8  RT:13.922
LPC 16:1/0:0,1.260128,0.92100334,0.63002014,0.15790176,0.3107357,-0.025901794,1.3875256,0.43798447,0.050582886,1.2051144,21.246983,1.3635693,-0.24214554,1.2786064,0.39889717,-0.07317543,0.44342613,2.2186356,-0.024953842,0.7785511,0.9219055,0.9235573,-0.017902374,-0.2303772,-0.63033485,21.005035,-0.80033493,-1.031826,0.011037827,-0.9252167,-0.3341465,-0.011039734,-0.4478264,-0.014514923,21.682095,0.3663063,-0.14027786,-1.0119534,0.5539818,20.973724,-0.12174988,-0.24283981,-0.12103653,-0.08293915,-0.46648598,-0.4181099,-0.63370895,-0.75167847,LPC 16:1/0:0,"LPC 16:1/0:0 [ C24 H48 N O7 P, tgt=96.58, overall=96.58, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,LPC 16:1/0:0
ACar 16:0,1.2729053,0.93378067,0.64279747,0.17067909,0.32351303,-0.013124466,1.4003029,0.4507618,0.063360214,1.2178917,0.4524784,1.3763466,-0.22936821,1.2913837,0.4116745,-0.0603981,0.45620346,2.231413,-0.012176514,0.79132843,0.93468285,0.9363346,-0.005125046,-0.21759987,-0.6175575,19.07254,-0.7875576,-1.0190487,0.023815155,-0.91243935,-0.32136917,0.001737595,-0.43504906,-0.001737595,-0.06908989,0.37908363,-0.12750053,-0.999176,0.5667591,0.051389694,-0.10897255,-0.23006248,-0.1082592,-0.07016182,-0.45370865,-0.40533257,-0.6209316,-0.73890114,ACar 16:0,"ACar 16:0 [ C23 H45 N O4, tgt=87.87, overall=87.87, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,ACar 16:0
TG 53:6,1.2729053,0.93378067,0.64279747,0.17067909,0.32351303,-0.013124466,1.4003029,0.4507618,0.063360214,1.2178917,0.4524784,1.3763466,-0.22936821,1.2913837,0.4116745,-0.0603981,0.45620346,2.231413,-0.012176514,0.79132843,0.93468285,0.9363346,-0.005125046,-0.21759987,-0.6175575,14.098087,-0.7875576,-1.0190487,0.023815155,-0.91243935,-0.32136917,0.001737595,-0.43504906,-0.001737595,-0.06908989,0.37908363,-0.12750053,-0.999176,0.5667591,0.051389694,-0.10897255,-0.23006248,-0.1082592,-0.07016182,-0.45370865,-0.40533257,-0.6209316,-0.73890114,TG 53:6,"TG 53:6 [ C56 H96 O6, tgt=75.70, overall=75.70, tgt=, overall=, tgt=, overall=, tgt=, overall=, tgt=, overall= ]",,,TG 53:6
